school_name,city,state,zip,school_url,price_calculator_url,in_state_tuition,out_of_state_tuition,attendance_cost,median_debt,student_size,net_price_public,net_price_private,median_earnings_10yrs,completion_rate,admission_rate,sat_average,first_generation,median_family_income,age_entry,completion_rate_imputed,admission_rate_imputed,sat_average_imputed,first_generation_imputed
Clary Sage College,Tulsa,OK,74145,www.clarysagecollege.com/,collegesooner.com/csc-calc/,0,0,0,8898.0,416,0,20602,28954,0.7411,,,0.5435582822,17680,28,False,True,True,False
Rasmussen University-Wisconsin,Green Bay,WI,54303-2349,https://rasmussen.edu/,https://npc.collegeboard.org/app/rasmussen,11676,11676,25831,20899.0,424,0,20515,39080,0.5455,,,0.4757427831,25123,30,False,True,True,False
Empire Beauty School-Richmond,Richmond,VA,23294,www.empire.edu/,www.empire.edu/net-price-calculator,0,0,0,10667.0,50,0,15804,23921,0.325,,,0.5013912076,15061,25,False,True,True,False
Empire Beauty School-North Hills,Pittsburgh,PA,15237,www.empire.edu/,www.empire.edu/net-price-calculator,0,0,0,10667.0,53,0,16046,22377,0.4308,,,0.5279615153,10876,25,False,True,True,False
Empire Beauty School-Concord,Concord,NC,28027,www.empire.edu/,www.empire.edu/net-price-calculator,0,0,0,13000.0,114,0,15196,23925,0.3974,,,0.5524523161,14091,26,False,True,True,False
Lexington Healing Arts Academy,Lexington,KY,40503,www.lexingtonhealingarts.com/,notapplicable.com/,0,0,0,7600.0,87,0,0,33193,,,,0.5508474576,17476,30,True,True,True,False
Empire Beauty School-Hooksett,Hooksett,NH,03106,www.empirebeautyschools.com/,www.empirebeautyschools.com/financial-aid/net-price-calculator,0,0,0,7942.0,273,0,7825,33546,0.6081,,,0.482428115,23233,25,False,True,True,False
The Institute of Beauty and Wellness,Milwaukee,WI,53202-0000,www.ibw.edu/,ibw.edu/admissions/financial-aid/,0,0,0,6333.0,230,0,8156,31723,0.8087,,,0.3893557423,26230,25,False,True,True,False
Carrington College-Stockton,Stockton,CA,95207-5509,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost,0,0,0,11537.0,412,0,30359,39633,0.5052,,,0.5516005733,18013,25,False,True,True,False
Carrington College-Citrus Heights,Citrus Heights,CA,95621-5577,https://carrington.edu/,https://carrington.edu/financial-aid/how-much-will-it-cost/,0,0,0,11537.0,34,0,31248,39633,0.5233,,,0.5516005733,18013,25,False,True,True,False
Trend Barber College,Houston,TX,77090,trendbarbercollege.com/,trendbarbercollege.org/,0,0,0,12794.0,84,0,17060,16575,0.6667,,,0.5714285714,8962,30,False,True,True,False
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,89117,www.lincolntech.edu/campus/las-vegas-summerlin-nv,www.lincolntech.edu/net-price-calculator,0,0,0,10521.0,692,0,35161,31914,0.6011,,,0.5603050371,17298,27,False,True,True,False
Columbia Southern University,Orange Beach,AL,36561-9000,www.columbiasouthern.edu/,www.columbiasouthern.edu/tuition-financing,6015,6015,16520,21339.0,11208,0,11883,63534,0.3309,,,0.5352340839,35183,34,False,True,True,False
Arizona Culinary Institute,Scottsdale,AZ,85259,www.azculinary.edu/,azculinary.edu/flash/calc/index.htm,0,0,0,9500.0,150,0,33945,41651,0.8658,,,0.4026845638,21906,27,False,True,True,False
Healthcare Career College,Paramount,CA,90723-5258,https://healthcarecareercollege.edu/,https://healthcarecareercollege.edu/net-price-calculator/npcalc.htm,0,0,0,9500.0,326,0,0,32613,0.4582,,,0.6356589147,10098,26,False,True,True,False
Coastline Beauty College,Fountain Valley,CA,92708,www.coastlinebeauty.edu/,www.coastlinebeauty.edu/npcalc.html,0,0,0,13500.0,195,0,14586,11585,0.8651,,,0.71875,3263,38,False,True,True,False
Branford Academy of Hair and Cosmetology,Branford,CT,06405,www.branfordacademy.com/,branfordacademy.com/,0,0,0,6333.0,15,0,7008,0,0.5714,,,0.6034482759,16960,27,False,True,True,False
Academy of Massage and Bodywork,Bear,DE,19701,www.massage-academy.com/,www.massage-academy.com/financial-information/,0,0,0,6333.0,116,0,0,31204,,,,0.5242718447,22175,31,True,True,True,False
Academy for Five Element Acupuncture,Gainesville,FL,32601,www.acupuncturist.edu/,www.acupuncturist.edu/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Academy of Career Training,Kissimmee,FL,34741,academyofcareertraining.com/,www.academyofcareertraining.com/financial-aid.html,0,0,0,6105.0,50,0,1091,22029,0.7581,,,0.4892086331,12165,28,False,True,True,False
Miami Regional University,Miami Springs,FL,33166,https://www.mru.edu/,mru.edu/NetPriceCalculator/,0,0,0,22500.0,267,0,30785,29081,0.5603,,,0.5174757282,15992,34,False,True,True,False
Paul Mitchell the School-Miami,Miami,FL,33156,paulmitchell.edu/miami,paulmitchell.edu/miami/tuition-calculator,0,0,0,9442.0,117,0,17277,25024,0.7805,,,0.4435483871,21499,25,False,True,True,False
Aveda Institute-South Florida,Davie,FL,33328,https://www.beaveda.com/,https://www.beaveda.com/consumer-disclosures/,0,0,0,6333.0,995,0,27940,29426,0.7282,,,0.4175084175,20646,25,False,True,True,False
Aveda Institute-Tallahassee,Tallahassee,FL,32304,www.beaveda.com/,www.beaveda.com/consumer-disclosures/,0,0,0,6333.0,773,0,24689,29449,0.5823,,,0.3624161074,22934,25,False,True,True,False
Shear Excellence Hair Academy,Tampa,FL,33614,shearexcell.edu/,shearexcell.edu/try,0,0,0,9498.0,168,0,19487,23366,0.7924,,,0.6538461538,11023,29,False,True,True,False
Carlson College of Massage Therapy,Anamosa,IA,52205,www.carlsoncollege.com/,www.carlsoncollege.com/cost-and-financial-aid.html,0,0,0,13500.0,32,0,12092,26893,,,,,34649,29,True,True,True,True
MyComputerCareer at Indianapolis,Indianapolis,IN,46241,www.mycomputercareer.edu/,www.mycomputercareer.edu/net-price-calculator-indianapolis/,0,0,0,9500.0,182,0,24801,41976,0.6818,,,0.4913294798,25000,31,False,True,True,False
Z Hair Academy,Overland Park,KS,66223,www.zhairacademy.com/,zhairacademy.com/net-price-calculator/,0,0,0,9833.0,214,0,12802,27346,0.6363,,,0.4248366013,28744,23,False,True,True,False
DiGrigoli School of Cosmetology,West Springfield,MA,01089,www.digrigoli.com/school,www.digrigoli.com/NetPriceCalculator/npcalc.htm,0,0,0,13500.0,52,0,20487,14195,0.7297,,,0.5619834711,16092,24,False,True,True,False
Elevate Salon Institute,Royal Oak,MI,48073,esiroyaloak.com/,esiroyaloak.com/financial-aid/welcome/net-price-calculator/,0,0,0,6333.0,124,0,15365,16853,0.8219,,,0.5882352941,13738,27,False,True,True,False
Lakewood School of Therapeutic Massage,Port Huron,MI,48060,lakewoodschool.edu/,lakewoodschool.edu/,0,0,0,13500.0,8,0,0,16682,,,,,22612,27,True,True,True,True
The Salon Professional Academy-Battle Creek,Battle Creek,MI,49015,www.tspabattlecreek.com/,www.tspabattlecreek.com/financial-aid/welcome/,0,0,0,6333.0,36,0,18048,21504,,,,,16421,26,True,True,True,True
Trend Setters School,Cape Girardeau,MO,63703-7607,www.trendsettersschool.com/,www.trendsettersschool.com/net_price_calculator_2018/npcalc.htm,0,0,0,10667.0,54,0,10362,23185,0.5,,,,0,0,False,True,True,True
Academy of Hair Design-Springfield,Springfield,MO,65804,aohd.com/,www.aohd.com/springfield/net-price-calculator/,0,0,0,9500.0,289,0,20235,25129,0.596,,,0.4606299213,19822,26,False,True,True,False
Corinth Academy of Cosmetology,Corinth,MS,38834,cac.edu/,cac.edu/wp-content/uploads/2020/11/index.html,0,0,0,8500.0,90,0,24035,25685,0.3878,,,0.6126760563,12874,28,False,True,True,False
Southeastern College-Charlotte,Charlotte,NC,28217,www.sec.edu/,www.sec.edu/admissions/net-price-calculator,23324,23324,38510,9500.0,142,0,33451,31548,0.6482,0.8964,,0.5175983437,14953,29,False,False,True,False
Yeshivas Be'er Yitzchok,Elizabeth,NJ,07208,https://yeshivasbeeryitzchok.org/,https://yeshivasbeeryitzchok.org/information-and-disclosures/,11450,11450,30150,13500.0,59,0,0,82560,0.2812,0.8889,,,19288,22,False,False,True,True
Yeshiva Toras Chaim,Lakewood,NJ,08701,https://ytclakewood.com/,https://sites.google.com/site/yeshivatoraschaimlakewood/,12750,12750,21110,13500.0,213,0,4849,62526,0.1551,0.59,,,30463,18,False,False,True,True
Talmudical Seminary of Bobov,Brooklyn,NY,11219,www.independentrabbinicalcolleges.org/,https://sites.google.com/site/talmudicalseminaryofbobov/,12600,12600,18000,13500.0,459,0,2510,22432,0.2842,0.9189,,0.8509090909,17790,18,False,False,True,False
Center for Allied Health Education,Brooklyn,NY,11229,https://www.cahe.edu/,https://www.cahe.edu/npc,0,0,0,13626.0,393,0,43785,107249,0.898,0.2837,,0.4827586207,21326,27,False,False,True,False
Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,14624,www.monroe2boces.org/cwd.aspx,www.monroe2boces.org/FinancialAidInformation.aspx,0,0,0,6333.0,41,0,0,37219,0.84,,,0.4027777778,17155,30,False,True,True,False
Aveda Fredric's Institute-Cincinnati,West Chester,OH,45069,https://www.avedafi.edu/cincinnati/,https://static.avedafi.edu/net-price-calculator/AFW/npcalc.html,0,0,0,7917.0,432,0,24865,30468,0.8548,,,0.367965368,55389,22,False,True,True,False
MyComputerCareer at Columbus,Westerville,OH,43082,www.mycomputercareer.edu/,www.mycomputercareer.edu/net-price-calculator-columbus/,0,0,0,9500.0,1483,0,23064,43409,0.7455,,,0.4857723577,26884,30,False,True,True,False
CDE Career Institute,Tannersville,PA,18372,www.cde.edu/,www.cde.edu/financial-aid/,0,0,0,9500.0,281,0,31615,30894,0.5631,,,,12034,34,False,True,True,True
Instituto Educativo Premier,Ponce,PR,00730,premierponce.net/,premierponce.net/NetPriceCalculator/index.html,0,0,0,13500.0,282,0,8188,20182,0.7065,,,0.5655172414,0,24,False,True,True,False
Charleston School of Law,Charleston,SC,29403,www.charlestonlaw.edu/,mappingyourfuture.org/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Elite College of Cosmetology,Lexington,TN,38351,www.elitecollegeofcosmetology.com/,realpages.com/sites/elitecollegeofcosmetology/npcalc.htm,0,0,0,5500.0,59,0,9842,21197,0.7826,,,0.5714285714,17137,25,False,True,True,False
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,77803,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/net-price-calculator/,0,0,0,7924.0,16,0,11706,0,0.7917,,,0.5882352941,20880,24,False,True,True,False
Southwest University at El Paso,El Paso,TX,79925,southwestuniversity.edu/,southwestuniversity.edu/npcalc.htm,16000,16000,24000,20000.0,1596,0,18054,29648,0.7003,,,0.5078219013,16246,26,False,True,True,False
Paul Mitchell the School-Austin,Austin,TX,78759,https://paulmitchell.edu/austin,https://paulmitchell.edu/austin/tuition-calculator,0,0,0,7917.0,181,0,21468,23721,0.6139,,,0.3434343434,27220,24,False,True,True,False
Aveda Institute-Provo,Provo,UT,84601,avedainstituteprovo.com/,www.avedainstituteprovo.com/gainful-employment-disclosures/,0,0,0,7666.0,173,0,10510,20414,0.8645,,,,34385,23,False,True,True,True
Dixie Technical College,Saint George,UT,84770,www.dixietech.edu/,dixietech.edu/wp-content/uploads/files/scholarships/netpricecalculator/netpricecalculator.html,0,0,0,13500.0,875,0,0,31051,0.7007,,,0.4388888889,21129,28,False,True,True,False
Victoria's Academy of Cosmetology,Kennewick,WA,99336,www.victoriasacademy.edu/,https://www.victoriasacademy.edu/npcalc.htm,0,0,0,7830.0,19,0,16825,24668,0.8161,,,0.5669291339,15714,26,False,True,True,False
Paul Mitchell the School-San Antonio,San Antonio,TX,78259,paulmitchell.edu/sanantonio,paulmitchell.edu/sanantonio/tuition-calculator,0,0,0,8505.0,292,0,20691,28693,0.6148,,,0.4290578888,24337,24,False,True,True,False
CEM College-Bayamon,Bayamón,PR,00961,www.cemcollege.edu/,www.cemcollege.edu/cem/netprice/,12300,12300,17389,5000.0,92,0,9551,21033,0.4496,,,0.6864295125,0,24,False,True,True,False
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,53226,https://www.bryantstratton.edu/,https://www.bryantstratton.edu/financial-aid/net-price-calculator,19267,19267,24831,21549.0,1043,0,14164,32568,0.1041,,,0.5378553335,15184,30,False,True,True,False
The Art Institute of Austin,Bastrop,TX,78602,www.artinstitutes.edu/austin/,www.artinstitutes.edu/austin/tuition-aid/net-price-calculator,20794,20794,44078,31000.0,78,0,38086,36783,0.3064,,,0.4134532991,22534,25,False,True,True,False
Remington College-Houston Southeast Campus,Webster,TX,77598,https://www.remingtoncollege.edu/locations/houston/webster/,https://www.remingtoncollege.edu/net-price/,13401,13401,31964,13271.0,63,0,28332,31349,0.5285,,,0.5946662943,13648,27,False,True,True,False
Remington College-Shreveport Campus,Shreveport,LA,71101,https://www.remingtoncollege.edu/locations/shreveport/,https://www.remingtoncollege.edu/net-price/,23477,23477,31051,13271.0,352,0,25515,31349,0.3296,,,0.5946662943,13648,27,False,True,True,False
Jenny Lea Academy of Cosmetology,Johnson City,TN,37601-4626,www.jennyleaacademy.com/,jennyleaacademy.com/net-price-calculator/,0,0,0,7917.0,121,0,12371,21153,0.6487,,,0.528,12539,27,False,True,True,False
Patrick Henry College,Purcellville,VA,20132,https://www.phc.edu/,https://www.phc.edu/cost-of-attendance,28425,28425,0,13500.0,376,0,0,0,0.6833,0.7585,1356.0,,0,0,False,False,False,True
The Hair Academy,Bismarck,ND,58501,thehairacademynd.com/,thehairacademynd.com/npcalc.html,0,0,0,11630.0,54,0,13533,31370,0.8462,,,,35266,23,False,True,True,True
Ross Medical Education Center-New Baltimore,New Baltimore,MI,48047-1581,https://rosseducation.edu/,https://rosseducation.edu/consumer-info/#npc,0,0,0,9500.0,23,0,16965,30481,0.7818,,,0.5854732208,15505,28,False,True,True,False
Ross College-Sylvania,Sylvania,OH,43560-2265,https://rosseducation.edu/,https://rosseducation.edu/consumer-info/#npc,0,0,0,9500.0,894,0,23109,29898,0.4773,,,0.562732342,17342,29,False,True,True,False
Escuela De Troqueleria Y Herramentaje,Bayamon,PR,00959,escuelatroqueleria.jimdo.com/,https://netprice.simpleapply.com/troqueleria_69/NPCHomeFrame,3850,3850,7150,13500.0,62,1202,0,26293,0.4754,0.9545,,0.4220532319,6228,21,False,False,True,False
Fortis Institute-Nashville,Nashville,TN,37211,www.fortis.edu/,www.fortis.edu/content/dam/fortis/compliance/netpricecalc/npcalc-fortis_nashville.htm,16035,16035,31070,12346.0,383,0,26305,32886,0.5315,,,0.5462184874,16203,29,False,True,True,False
ATA College-Cincinnati,Cincinnati,OH,45246,www.ata.edu/,https://www.ata.edu/npcalc.htm,13790,13790,28900,21030.0,309,0,24797,34577,0.4516,,,0.5444444444,16605,28,False,True,True,False
Dental Assistant Pro LLC-Columbus,Westerville,OH,43081,www.dentalassistantpro.com/,dentalassistantpro.com/contact-us/online-applications/,0,0,0,13500.0,13,0,0,0,,,,,0,0,True,True,True,True
Dental Assistant Pro-Lebanon,Lebanon,OH,45036,www.dentalassistantpro.com/,www.dentalassistantpro.com/contact-us/online-applications/,0,0,0,13500.0,8,0,0,0,,,,,0,0,True,True,True,True
Elite Welding Academy LLC,Cincinnati,OH,45246-1013,www.eliteweldingacademy.com/,www.eliteweldingacademy.com/calculator/,0,0,0,9483.0,49,0,27170,0,0.8375,,,0.4086956522,25866,26,False,True,True,False
Galen College of Nursing-Cincinnati,Cincinnati,OH,45241,www.galencollege.edu/cincinnati,https://galencollege.studentaidcalculator.com/welcome.aspx,0,0,0,24166.0,692,0,28350,61480,0.5625,,,0.4930104843,32673,30,False,True,True,False
Strayer University-North Carolina,Greensboro,NC,27407-2638,www.strayer.edu/campus-locations/north-carolina/greensboro,https://strayer.aidcalc.cloud/netprice.htm,13515,13515,23985,40621.0,2646,0,21820,40092,,,,0.5372940338,18178,33,True,True,True,False
Strayer University-New Jersey,Piscataway,NJ,08854,www.strayer.edu/campus-locations/new-jersey/piscataway,https://strayer.aidcalc.cloud/netprice.htm,13515,13515,0,40621.0,474,0,0,40092,,,,0.5372940338,18178,33,True,True,True,False
International Culinary Arts and Sciences Institute,Chesterland,OH,44026,www.icasi.net/,Not Available. We will work on replacing this,0,0,0,13500.0,35,0,0,0,0.5455,,,,0,0,False,True,True,True
Ohio Media School-Columbus,Columbus,OH,43213,beonair.com/locations/columbus,beonair.com/locations/columbus/net-price-calculator/,0,0,0,9500.0,73,0,29670,37423,0.7268,,,0.4240121581,16766,28,False,True,True,False
Ohio Medical Career College,Dayton,OH,45417,www.omcc.edu/,www.omcc.edu/finaid/netcalc/netcalc.htm,0,0,0,12403.0,110,0,13723,0,0.8145,,,0.59375,18436,33,False,True,True,False
The King's College,New York,NY,10004,www.tkc.edu/,https://www.tkc.edu/admissions/financial-aid/making-kings-affordable/,21690,21690,58199,21500.0,290,0,30491,58065,0.5696,0.4527,1302.0,,54955,19,False,False,False,True
Chamberlain University-Illinois,Addison,IL,60101,https://www.chamberlain.edu/,https://www.chamberlain.edu/admissions/financial-aid-scholarships/calculator,20410,20410,34822,20919.0,11535,0,25016,92405,0.5484,0.9091,,0.47309798,46046,33,False,False,True,False
Chamberlain University-Ohio,Columbus,OH,43219,https://www.chamberlain.edu/,https://www.chamberlain.edu/admissions/financial-aid-scholarships/calculator,19629,19629,40545,20919.0,537,0,32150,92405,0.3393,0.7857,,0.47309798,46046,33,False,False,True,False
Chamberlain University-Arizona,Phoenix,AZ,85021,https://www.chamberlain.edu/,https://www.chamberlain.edu/admissions/financial-aid-scholarships/calculator,20142,20142,43266,20919.0,818,0,0,92405,,0.8333,,0.47309798,46046,33,True,False,True,False
The Salon Professional Academy-Appleton,Appleton,WI,54915,https://www.tspaappleton.com/,https://www.tspaappleton.com/financial-aid/welcome/,0,0,0,9991.0,61,0,7199,32317,0.859,,,,33093,22,False,True,True,True
Milan Institute of Cosmetology-Vacaville,Vacaville,CA,95688,www.milaninstitute.edu/,solutions.campusivy.com/Apps/NPC/NPCWizard/Wizard?institutionId=12600,0,0,0,6333.0,169,0,21952,22378,0.3333,,,0.5790322581,14391,26,False,True,True,False
Milan Institute of Cosmetology-Reno,Reno,NV,89502,www.milaninstitute.edu/,solutions.campusivy.com/Apps/NPC/NPCWizard/Wizard?institutionId=12600,0,0,0,6333.0,252,0,20335,22378,0.4711,,,0.5790322581,14391,26,False,True,True,False
Ottawa University-Online,Ottawa,KS,66067,www.ottawa.edu/,www.ottawa.edu/resources/netpricecalculator/npcalc.htm,0,0,0,21500.0,101,0,0,55552,,,,0.4008683068,37231,29,True,True,True,False
Paul Mitchell the School-Esani,Roswell,GA,30076,https://paulmitchell.edu/atlanta-esani,https://paulmitchell.edu/atlanta-esani/programs/cosmetology,0,0,0,9833.0,387,0,18263,26287,0.6211,,,0.3852941176,21016,26,False,True,True,False
Paul Mitchell the School-Birmingham,Hoover,AL,35216,paulmitchell.edu/birmingham,birmingham.paulmitchell.edu/programs/tuition-calculator,0,0,0,9833.0,142,0,8041,24367,0.6615,,,0.4353741497,16970,23,False,True,True,False
Taft University System,Lakewood,CO,80227,www.taftu.edu/,www.taftu.edu/,0,0,0,13500.0,2,0,0,0,,,,,16789,43,True,True,True,True
Mayfield College,Cathedral City,CA,92234,www.mayfieldcollege.edu/,mayfieldcollege.edu/NetPrice/index.html,0,0,0,9025.0,304,0,21904,29384,0.683,,,0.6538461538,10529,26,False,True,True,False
Academy of Esthetics and Cosmetology,San Fernando,CA,91340-3212,www.aecosmetology.com/,www.aecosmetology.com/net-calculator,0,0,0,13500.0,21,0,14680,35089,0.6471,,,,14517,27,False,True,True,True
Borner's Barber College,Los Angeles,CA,90047,www.bornersbarbercollege.com/,bornersbarbercollege.com/net-price-calculator/,0,0,0,13500.0,38,0,25375,0,,,,0.5757575758,12000,29,True,True,True,False
Paul Mitchell the School-Pasadena,Pasadena,CA,91101,paulmitchell.edu/pasadena,paulmitchell.edu/pasadena/tuition-calculator,0,0,0,6333.0,215,0,21375,25845,0.7143,,,0.4649122807,17972,24,False,True,True,False
San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,CA,94103,https://www.sfiec.edu/ and https://paulmitchell.edu/sanfrancisco,https://paulmitchell.edu/sanfrancisco/tuition-calculator,0,0,0,6333.0,213,0,0,32926,0.3125,,,0.4655172414,23345,26,False,True,True,False
Laurus College,San Luis Obispo,CA,93401,www.lauruscollege.edu/,lauruscollege.edu/about-us/student-consumer-information/,0,0,0,32416.0,641,0,14457,30896,0.4846,,,0.5199362041,12958,30,False,True,True,False
Healing Hands School of Holistic Health,Escondido,CA,92025,https://hhs.edu/,https://hhs.edu/gedt/,0,0,0,6333.0,254,0,46681,24366,0.5345,,,0.390625,14907,31,False,True,True,False
Career Development Institute Inc,Los Angeles,CA,90035,cdi.edu/,cdi.edu/net-price-calculator/,0,0,0,16873.0,176,0,21507,62209,0.5577,,,0.462962963,15981,29,False,True,True,False
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,80305,www.escoffier.edu/,www.escoffier.edu/tuition/boulder/index.html,0,0,0,9653.0,8894,0,11173,32001,0.4665,,,0.380952381,20748,29,False,True,True,False
Aspen University,Phoenix,AZ,85040,https://www.aspen.edu/,https://www.aspen.edu/net-price-calculator,5355,5355,17556,15756.0,4067,0,14895,0,,,,0.5145348837,19054,34,True,True,True,False
Institute of Taoist Education and Acupuncture,Louisville,CO,80027,www.itea.edu/,www.itea.edu/admissions/financial-aid/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Denver College of Nursing,Denver,CO,80202,www.denvercollegeofnursing.edu/,https://www.denvercollegeofnursing.edu/content/dam/denver/compliance/netprice-calc/npcalc_denver_college_of_nursing.htm,0,0,0,26500.0,1034,0,0,81809,,,,0.3224043716,29692,29,True,True,True,False
Cambridge College of Healthcare & Technology,Delray Beach,FL,33484,www.cambridgehealth.edu/,www.cambridgehealth.edu/net-price-calculators/,14908,14908,22002,26250.0,939,0,15949,47792,0.6625,,,0.4464285714,20051,30,False,True,True,False
Cozmo Beauty School,Bonita Springs,FL,34135,www.cozmo.edu/,www.cozmo.edu/financial-aid/,0,0,0,8082.0,42,0,24200,24319,0.7436,,,0.5774647887,23065,26,False,True,True,False
Celebrity School of Beauty,Miami,FL,33144,www.celebrity.edu/,celebrity.edu/NetPriceCalculator/npcalc.html,0,0,0,6333.0,913,0,2915,15626,0.8,,,0.7380073801,10196,33,False,True,True,False
Paul Mitchell the School-Atlanta,Atlanta,GA,30318,paulmitchell.edu/atlanta,paulmitchell.edu/atlanta/tuition-calculator,0,0,0,12500.0,319,0,21025,21775,0.4257,,,0.4196891192,16988,23,False,True,True,False
Evans Hairstyling College-Rexburg,Rexburg,ID,83440,www.evanshairstylingcollege.com/,www.evanshairstylingcollege.com/netpricecalculator/,0,0,0,13500.0,78,0,7947,16984,0.7439,,,,32071,21,False,True,True,True
Paul Mitchell the School-Rexburg,Rexburg,ID,83440,paulmitchell.edu/rexburg,paulmitchell.edu/rexburg/programs/cosmetology,0,0,0,9500.0,238,0,19452,26774,0.7763,,,0.3355263158,26957,23,False,True,True,False
University of Aesthetics & Cosmetology,Chicago,IL,60622-2151,https://www.uac.edu/,https://www.uac.edu/wp-content/uploads/2022/08/index.html,0,0,0,7917.0,42,0,16158,28955,0.6774,,,,22638,26,False,True,True,True
The University of Aesthetics & Cosmetology,Downers Grove,IL,60515,https://www.uofac.edu/,https://uofac.edu/wp-content/uploads/2022/08/index.html,0,0,0,7917.0,61,0,16914,0,0.8387,,,,27729,27,False,True,True,True
Tricoci University of Beauty Culture-Chicago NW,Chicago,IL,60656,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,0,0,0,7307.0,205,0,0,28554,0.7024,,,0.5165289256,16010,25,False,True,True,False
Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,60139,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,0,0,0,7307.0,145,0,0,27330,0.7826,,,0.4873096447,15564,24,False,True,True,False
Tricoci University of Beauty Culture-Peoria,Peoria,IL,61614,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,0,0,0,7307.0,121,0,0,26236,0.5609,,,0.4823529412,19195,25,False,True,True,False
Tricoci University of Beauty Culture-Rockford,Rockford,IL,61108,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,0,0,0,7307.0,166,0,20773,25109,0.5851,,,0.5157894737,13088,25,False,True,True,False
Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,20852,www.omegastudios.com/,omegastudios.com/wp-content/uploads/2018/NetPrice/npcalc[1].htm,0,0,0,5500.0,86,0,0,46719,,,,0.3052631579,36787,23,True,True,True,False
French Academy of Cosmetology,Spring Lake,MI,49456,www.frenchacademyofcosmetology.com/,frenchacademy.net/Net Price Calculator/npcalc.htm,0,0,0,4223.0,55,0,23224,22797,,,,,23428,23,True,True,True,True
Healing Arts Center,St. Louis,MO,63122,https://www.thehealingartscenter.com/,www.thehealingartscenter.com/net-price-calculator.html,0,0,0,6365.0,108,0,0,36447,,,,0.375,17051,30,True,True,True,False
Paul Mitchell the School-Springfield,Springfield,MO,65807,paulmitchell.edu/springfield,paulmitchell.edu/springfield/tuition-calculator,0,0,0,7917.0,239,0,17805,25931,0.6539,,,0.4336734694,23030,23,False,True,True,False
Urshan Graduate School of Theology,Wentzville,MO,63385,https://ugst.edu/,https://ugst.edu,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,39056,msinstitute.com/,msinstitute.com/beauty-school-financial-aid/beauty-college-net-price-calculator/,0,0,0,13500.0,79,0,10320,28148,0.9143,,,,16399,26,False,True,True,True
College of Western Idaho,Nampa,ID,83687,https://cwi.edu/,https://cwi.edu/net-price-calculator,3336,7344,12640,9720.0,5826,7260,0,0,0.2579,,,0.4464243288,27219,26,False,True,True,False
Aveda Institute-Chapel Hill,Chapel Hill,NC,27514-7001,https://avedafi.edu/chapel-hill/,https://static.avedafi.edu/net-price-calculator/AICH/npcalc.html,0,0,0,6333.0,208,0,21916,26873,0.746,,,0.3344155844,24693,24,False,True,True,False
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,28801,daoisttraditions.edu/,daoisttraditions.edu/our-programs/masters-of-acupuncture-and-oriental-medicine/masters-acupuncture-disclosures/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Total Image Beauty Academy,Union City,NJ,07087,www.tiba.edu/,www.tiba.edu/net-price-calculator/,0,0,0,8500.0,197,0,10886,18720,0.75,,,,9848,32,False,True,True,True
Jersey College,Teterboro,NJ,07608,https://www.jerseycollege.edu/,https://www.jerseycollege.edu/financial-aid/net-price-calculator,0,0,0,21000.0,3379,0,26571,66087,0.3081,0.6603,1000.0,0.5249343832,29454,33,False,False,False,False
American Institute of Medical Sciences & Education,Piscataway,NJ,08854,www.aimseducation.edu/,www.aimseducation.edu/net-price-calculator,0,0,0,11995.0,251,0,0,40407,0.8379,,,0.5,28000,28,False,True,True,False
Casal Institute of Nevada,Las Vegas,NV,89119,www.avedalasvegas.com/,www.avedalasvegas.com/net-price-calculator/,0,0,0,6333.0,317,0,14480,25293,0.6919,,,0.4369369369,21353,26,False,True,True,False
Career School of NY,Staten Island,NY,10301,careerschoolny.com/,www.careerschoolny.com/,0,0,0,13500.0,53,0,1643,35778,0.7759,,,0.7476635514,10103,27,False,True,True,False
